image_id,text,true_label,predicted_label,similarity,correct
1060880142153719808,Via: https://t.co/X903AC4SlV Hot MILF with huge tits Lisa Ann is teasing her horny cunt... https://t.co/BqctFnXB1k,0,1,0.31776768,False
1106857752255758337,"""There’s a difference in nigger and black people"" https://t.co/VjdMZSO2qx",0,1,0.2529625,False
1064301073136013312,@MichaelAvenatti I could’ve told you that. I miss trolling that lil’ twat. Tell him to go fuck himself from 🇨🇦 !!!! https://t.co/M3D71V6d0x,0,1,0.26668984,False
1107418809055485952,@Moffia_ @AuntSursh How about you get to bed with uni in the morning cunt 😂 https://t.co/fdjhDbnCOs,0,1,0.22883044,False
1064228153848000513,@Yaebithezombie @not_sargon @TheRalphRetort Gamergate 2.0 is here! Gamers Rise Up! https://t.co/dAEb8FD62S,0,1,0.31665102,False
1062472236454436864,In awe of the size of this lad... absolutely retarded https://t.co/wEqPwqzD9f,0,1,0.23758878,False
1117609829667938304,Cersei’s hair should have a grown into a fierce ‘let me speak to the manager’ cunt bob by now ☹️ https://t.co/1scEmMnGSD,0,1,0.23775874,False
1054094155188748298,H. Rap Brown's US Educational System ::: Highlighting Chapter Two Of 'Die Nigger Die' https://t.co/IZDl9dwpht https://t.co/2os4PQOh3R,0,1,0.3615624,False
1061252394057486336,If you're a perthy this face probz dick'd you in the most retarded way @sherwinzd https://t.co/9Yb6eQnqxt,0,1,0.21870652,False
1110403802455265280,Break a solid nigga into pieces. https://t.co/bQT1uunHbE,0,1,0.2298486,False
1114198156961386501,Amy Adams Joins Ron Howard's HILLBILLY ELEGY for Netflix https://t.co/ZAYtCaKbST via @GeekTyrant https://t.co/cb5lzWQYe7,0,1,0.34146714,False
1109595588469899264,ahora vino a platicar con el ♥️♥️ love this nigga https://t.co/72WrlPh6SU,0,1,0.23772523,False
1061727215791099905,"Day trip to Mystery Hill in Blowing Rock, NC.  People make fun, but mountain “hillbilly’s” were some smart folks. https://t.co/SD8T76O4XA",0,1,0.22682479,False
